MSSubClass,LotArea,Neighborhood,BldgType,FirstFlrSF,SecondFlrSF,GrLivArea,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch
One_Story_1946_and_Newer_All_Styles,10389,College_Creek,OneFam,1978,0,1978,8,188,25,0,0,0
One_Story_1946_and_Newer_All_Styles,11423,College_Creek,OneFam,1601,0,1601,6,180,0,0,0,0
Two_Story_1946_and_Newer,9548,College_Creek,OneFam,941,888,1829,7,192,39,0,0,0
Two_Story_1946_and_Newer,9375,College_Creek,OneFam,1044,1054,2098,9,331,38,0,0,0
One_Story_1946_and_Newer_All_Styles,12137,College_Creek,OneFam,1661,0,1661,6,0,34,0,0,0
One_Story_PUD_1946_and_Newer,4435,College_Creek,TwnhsE,848,0,848,4,140,0,0,0,0
One_Story_PUD_1946_and_Newer,4426,College_Creek,TwnhsE,848,0,848,3,160,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10635,College_Creek,OneFam,1668,0,1668,8,0,262,0,0,0
One_Story_1946_and_Newer_All_Styles,8400,College_Creek,OneFam,1484,0,1484,7,0,35,0,144,0
One_Story_1946_and_Newer_All_Styles,8773,College_Creek,OneFam,1414,0,1414,6,132,105,0,0,0
One_Story_1945_and_Older,8777,Edwards,OneFam,640,0,640,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8842,Edwards,OneFam,992,0,992,6,60,0,56,0,0
Duplex_All_Styles_and_Ages,9825,Edwards,Duplex,1664,0,1664,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10044,Edwards,OneFam,1196,0,1196,6,257,0,168,0,0
One_and_Half_Story_Finished_All_Ages,11792,Edwards,OneFam,792,328,1120,5,0,0,0,0,160
Split_or_Multilevel,6305,Edwards,OneFam,1096,0,1096,5,0,0,0,0,0
Split_or_Multilevel,7819,Edwards,OneFam,1117,0,1117,6,144,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6410,Edwards,OneFam,960,0,960,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8546,Edwards,OneFam,1121,0,1121,5,132,64,0,0,0
One_and_Half_Story_Finished_All_Ages,8741,Edwards,OneFam,798,689,1487,7,0,140,0,0,0
Two_Family_conversion_All_Styles_and_Ages,12180,Edwards,TwoFmCon,672,252,924,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8562,Edwards,OneFam,1526,0,1526,7,116,78,0,0,0
One_Story_1945_and_Older,4853,South_and_West_of_Iowa_State_University,OneFam,1296,0,1296,5,0,0,36,0,0
Two_Story_1945_and_Older,6858,South_and_West_of_Iowa_State_University,OneFam,841,806,1647,6,0,66,136,0,0
One_Story_1945_and_Older,8212,Edwards,OneFam,864,0,864,5,0,0,96,0,0
One_and_Half_Story_Finished_All_Ages,5000,South_and_West_of_Iowa_State_University,OneFam,1026,665,1691,6,0,0,242,0,0
One_Story_1945_and_Older,7890,South_and_West_of_Iowa_State_University,OneFam,856,0,856,4,0,0,0,0,166
Duplex_All_Styles_and_Ages,7200,South_and_West_of_Iowa_State_University,Duplex,862,1788,2650,10,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,9839,South_and_West_of_Iowa_State_University,OneFam,894,772,1666,7,0,156,0,0,0
One_and_Half_Story_Finished_All_Ages,9638,South_and_West_of_Iowa_State_University,OneFam,1699,748,2447,10,272,0,42,0,116
One_and_Half_Story_Finished_All_Ages,10452,Crawford,OneFam,1225,908,2133,8,0,0,86,0,0
Duplex_All_Styles_and_Ages,15600,Crawford,Duplex,1102,1075,2177,11,0,0,0,0,0
Two_Story_1945_and_Older,9042,Crawford,OneFam,1188,1152,2340,9,0,60,0,0,0
One_Story_1946_and_Newer_All_Styles,17500,Crawford,OneFam,1902,0,1902,7,0,207,162,0,0
Split_or_Multilevel,19645,Crawford,OneFam,896,756,1652,6,0,0,0,0,0
One_Story_PUD_1946_and_Newer,3907,Blueste,TwnhsE,1034,0,1034,4,141,36,0,0,0
One_Story_PUD_1946_and_Newer,3907,Blueste,TwnhsE,1191,0,1191,5,112,81,0,0,0
One_Story_1946_and_Newer_All_Styles,15602,Crawford,OneFam,1801,0,1801,6,0,54,0,0,161
One_and_Half_Story_Finished_All_Ages,5436,Iowa_DOT_and_Rail_Road,OneFam,796,358,1154,7,0,96,0,0,0
One_Story_1945_and_Older,8154,Iowa_DOT_and_Rail_Road,OneFam,540,0,540,4,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,9140,Iowa_DOT_and_Rail_Road,OneFam,727,380,1107,5,0,56,0,0,200
One_and_Half_Story_Finished_All_Ages,7500,Iowa_DOT_and_Rail_Road,OneFam,698,430,1128,6,30,0,164,0,0
One_and_Half_Story_Finished_All_Ages,8712,Iowa_DOT_and_Rail_Road,OneFam,859,319,1178,7,68,0,98,0,0
One_Story_1946_and_Newer_All_Styles,8712,Iowa_DOT_and_Rail_Road,OneFam,1044,0,1044,4,0,0,0,0,0
One_Story_1945_and_Older,8712,Iowa_DOT_and_Rail_Road,OneFam,952,0,952,5,0,0,265,0,0
One_Story_PUD_1946_and_Newer,3811,Crawford,TwnhsE,1646,0,1646,5,128,53,0,0,155
Two_Story_1946_and_Newer,11050,Mitchell,OneFam,1036,880,1916,8,0,70,0,0,0
Split_or_Multilevel,9620,Mitchell,OneFam,1285,0,1285,6,375,26,0,0,0
One_Story_1946_and_Newer_All_Styles,9196,Mitchell,OneFam,1560,0,1560,7,100,150,0,0,0
Split_or_Multilevel,12328,Mitchell,OneFam,1034,0,1034,6,0,0,0,0,0
Duplex_All_Styles_and_Ages,12760,Mitchell,Duplex,2048,0,2048,9,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,57200,Timberland,OneFam,1687,0,1687,7,0,0,50,0,0
One_Story_1946_and_Newer_All_Styles,11896,Timberland,OneFam,1346,0,1346,6,100,48,0,0,0
One_Story_1946_and_Newer_All_Styles,9803,Timberland,OneFam,1214,0,1214,6,0,25,0,0,0
Two_Story_1946_and_Newer,9802,Timberland,OneFam,744,700,1444,7,100,0,0,0,0
Two_Story_1946_and_Newer,12003,Timberland,OneFam,774,1194,1968,8,0,75,0,0,0
Two_Story_1946_and_Newer,11316,Timberland,OneFam,824,1070,1894,8,0,40,0,0,0
Two_Story_1946_and_Newer,14191,Timberland,OneFam,993,915,1908,9,135,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13214,Timberland,OneFam,2018,0,2018,10,144,76,0,0,0
One_Story_1946_and_Newer_All_Styles,15300,Mitchell,OneFam,1264,0,1264,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10114,Mitchell,OneFam,1430,0,1430,7,0,0,0,0,0
Duplex_All_Styles_and_Ages,9400,Mitchell,Duplex,912,912,1824,8,128,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11875,Mitchell,OneFam,1344,0,1344,7,328,0,0,0,0
Two_Story_PUD_1946_and_Newer,1974,Meadow_Village,TwnhsE,546,546,1092,6,120,96,0,0,0
One_Story_PUD_1946_and_Newer,2394,Meadow_Village,Twnhs,945,0,945,5,174,0,56,0,108
Two_Story_PUD_1946_and_Newer,2592,Meadow_Village,TwnhsE,536,576,1112,4,182,0,0,0,0
Two_Story_PUD_1946_and_Newer,1476,Meadow_Village,Twnhs,546,546,1092,5,200,26,0,0,0
PUD_Multilevel_Split_Level_Foyer,1491,Meadow_Village,TwnhsE,630,0,630,3,96,24,0,0,0
Two_Story_PUD_1946_and_Newer,1900,Meadow_Village,TwnhsE,546,546,1092,5,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,1890,Meadow_Village,TwnhsE,546,546,1092,5,0,0,64,0,0
One_Story_1946_and_Newer_All_Styles,6953,Mitchell,OneFam,874,0,874,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,26142,Mitchell,OneFam,1188,0,1188,6,261,39,0,0,0
One_Story_1946_and_Newer_All_Styles,12887,Mitchell,OneFam,833,0,833,5,431,0,0,0,0
Duplex_All_Styles_and_Ages,7700,Mitchell,Duplex,1216,1216,2432,10,200,0,0,0,0
Two_Story_1946_and_Newer,10475,Mitchell,OneFam,624,650,1274,6,22,0,0,0,0
One_and_Half_Story_Finished_All_Ages,10544,Mitchell,OneFam,864,615,1479,8,287,0,280,0,0
One_Story_1946_and_Newer_All_Styles,9892,Mitchell,OneFam,1803,0,1803,6,129,64,222,0,0
Two_Story_1946_and_Newer,12961,Mitchell,OneFam,1152,645,1797,7,162,312,0,0,0
One_Story_1946_and_Newer_All_Styles,13008,North_Ames,OneFam,882,0,882,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10200,North_Ames,OneFam,1434,0,1434,7,80,21,0,0,0
Split_or_Multilevel,13860,North_Ames,OneFam,2000,704,2704,9,269,111,0,0,0
Two_Story_1946_and_Newer,10179,Gilbert,OneFam,945,663,1608,7,252,30,0,0,0
Two_Story_1946_and_Newer,11792,Gilbert,OneFam,1008,1275,2283,9,120,46,0,0,0
Split_or_Multilevel,8400,Gilbert,OneFam,958,670,1628,7,48,72,0,0,0
One_Story_1946_and_Newer_All_Styles,14892,Gilbert,OneFam,1746,0,1746,7,201,39,0,0,0
Split_or_Multilevel,8530,Gilbert,OneFam,804,670,1474,7,120,72,0,0,0
One_Story_PUD_1946_and_Newer,7296,Stone_Brook,TwnhsE,2522,0,2522,8,182,57,0,0,0
One_Story_PUD_1946_and_Newer,5664,Stone_Brook,TwnhsE,1659,0,1659,5,212,59,0,0,0
One_Story_PUD_1946_and_Newer,7380,Stone_Brook,OneFam,1478,0,1478,5,168,43,0,0,0
One_Story_PUD_1946_and_Newer,8013,Stone_Brook,TwnhsE,1734,0,1734,6,52,50,0,0,0
Split_or_Multilevel,8923,Gilbert,OneFam,751,631,1382,7,256,0,0,0,0
Two_Story_1946_and_Newer,10141,Gilbert,OneFam,885,833,1718,7,0,94,0,0,291
Two_Story_1946_and_Newer,7500,Gilbert,OneFam,952,684,1636,7,0,84,0,0,0
Two_Story_1946_and_Newer,7837,Gilbert,OneFam,799,772,1571,7,0,40,0,0,0
Two_Story_1946_and_Newer,9765,Gilbert,OneFam,680,790,1470,6,232,63,0,0,0
Two_Story_1946_and_Newer,8803,Gilbert,OneFam,707,809,1516,7,0,46,0,0,0
One_Story_1946_and_Newer_All_Styles,7250,Gilbert,OneFam,1190,0,1190,6,0,21,0,0,0
Two_Story_1946_and_Newer,9636,Gilbert,OneFam,808,785,1593,7,342,40,0,0,0
Two_Story_1946_and_Newer,8125,Gilbert,OneFam,702,779,1481,6,0,36,0,0,0
One_Story_1946_and_Newer_All_Styles,9248,Gilbert,OneFam,1167,0,1167,6,120,26,0,0,0
Two_Story_1946_and_Newer,10762,Gilbert,OneFam,1005,978,1983,9,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11851,Gilbert,OneFam,1442,0,1442,5,0,34,0,508,0
One_Story_PUD_1946_and_Newer,5814,Stone_Brook,TwnhsE,1360,0,1360,4,63,0,0,0,0
One_Story_1946_and_Newer_All_Styles,17423,Stone_Brook,OneFam,2234,0,2234,9,0,60,0,0,0
One_Story_1946_and_Newer_All_Styles,11844,Stone_Brook,OneFam,2046,0,2046,7,322,82,0,0,0
One_Story_1946_and_Newer_All_Styles,16158,Stone_Brook,OneFam,1530,0,1530,7,168,36,0,0,0
Two_Story_1946_and_Newer,11900,Gilbert,OneFam,946,988,1934,6,0,176,0,0,200
Two_Story_1946_and_Newer,13005,Northwest_Ames,OneFam,1153,1200,2353,10,288,195,0,0,0
One_Story_1946_and_Newer_All_Styles,17043,Northwest_Ames,OneFam,1586,0,1586,7,192,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11900,Northwest_Ames,OneFam,1411,0,1411,6,192,0,0,0,0
One_Story_1946_and_Newer_All_Styles,16635,Northwest_Ames,OneFam,1602,0,1602,8,240,0,0,0,0
Two_Story_1946_and_Newer,13250,Northwest_Ames,OneFam,1154,896,2050,8,192,192,0,0,0
One_Story_1946_and_Newer_All_Styles,10928,Northwest_Ames,OneFam,1671,0,1671,7,252,55,0,0,0
Two_Story_1946_and_Newer,12388,Northwest_Ames,OneFam,1539,1134,2673,9,178,84,0,0,0
Split_or_Multilevel,14115,Northwest_Ames,OneFam,1472,0,1472,6,233,48,0,0,0
One_Story_1946_and_Newer_All_Styles,11088,Northwest_Ames,OneFam,1707,0,1707,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,Northwest_Ames,OneFam,2524,0,2524,9,474,120,0,0,0
One_Story_1946_and_Newer_All_Styles,11880,Northwest_Ames,OneFam,1601,0,1601,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10400,Northwest_Ames,OneFam,1370,0,1370,6,0,0,0,0,0
Two_Story_1946_and_Newer,10304,Northwest_Ames,OneFam,1088,780,1868,9,448,96,0,0,0
Two_Story_1946_and_Newer,7000,Somerset,OneFam,1016,868,1884,7,0,35,0,0,0
Two_Story_1946_and_Newer,8004,Somerset,OneFam,832,1103,1935,8,0,150,0,0,0
Two_Story_1946_and_Newer,7500,Somerset,OneFam,1058,816,1874,7,0,134,0,0,0
Two_Story_1946_and_Newer,8470,Somerset,OneFam,972,839,1811,7,225,48,0,0,0
One_Story_1946_and_Newer_All_Styles,9373,Northwest_Ames,OneFam,1621,0,1621,7,0,0,0,0,490
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1116,0,1116,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11050,Northwest_Ames,OneFam,1193,0,1193,5,40,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1350,0,1350,7,0,0,0,0,0
Split_or_Multilevel,10448,Northwest_Ames,OneFam,1378,741,2119,7,0,104,0,0,0
Duplex_All_Styles_and_Ages,9000,North_Ames,Duplex,896,896,1792,8,32,45,0,0,0
One_Story_1946_and_Newer_All_Styles,8750,North_Ames,OneFam,1002,0,1002,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7930,North_Ames,OneFam,1026,0,1026,5,171,48,0,0,0
One_Story_1946_and_Newer_All_Styles,7830,North_Ames,OneFam,1180,0,1180,6,0,45,0,0,0
One_Story_1946_and_Newer_All_Styles,8510,North_Ames,OneFam,1050,0,1050,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7038,North_Ames,OneFam,864,0,864,5,210,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6960,North_Ames,OneFam,864,0,864,5,96,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8120,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10500,North_Ames,OneFam,864,0,864,4,216,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,North_Ames,OneFam,864,0,864,5,200,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,483,504,987,5,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,2368,Briardale,TwnhsE,765,600,1365,7,0,36,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,630,672,1302,6,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,483,504,987,5,0,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,483,504,987,5,250,0,0,0,0
Two_Story_PUD_1946_and_Newer,1680,Briardale,Twnhs,630,672,1302,6,185,0,0,0,0
One_Story_PUD_1946_and_Newer,4928,Northpark_Villa,TwnhsE,958,0,958,5,0,60,0,0,0
Two_Story_PUD_1946_and_Newer,2308,Northpark_Villa,TwnhsE,804,744,1548,7,108,0,0,0,0
Two_Story_PUD_1946_and_Newer,2280,Northpark_Villa,Twnhs,855,601,1456,7,87,0,0,0,0
One_Story_PUD_1946_and_Newer,2280,Northpark_Villa,Twnhs,1055,0,1055,4,0,27,0,0,0
Two_Story_PUD_1946_and_Newer,2308,Northpark_Villa,TwnhsE,855,467,1322,6,260,0,0,0,0
Two_Story_PUD_1946_and_Newer,2349,Northpark_Villa,Twnhs,855,601,1456,6,0,28,0,0,0
Two_Story_PUD_1946_and_Newer,2364,Northpark_Villa,TwnhsE,804,744,1548,7,108,0,0,0,0
Two_Story_PUD_1946_and_Newer,2289,Northpark_Villa,Twnhs,855,586,1441,7,28,0,0,0,0
Two_Story_PUD_1946_and_Newer,2364,Northpark_Villa,TwnhsE,855,601,1456,6,147,0,0,0,0
One_Story_PUD_1946_and_Newer,2104,Northpark_Villa,TwnhsE,836,0,836,5,150,20,0,0,0
One_Story_1946_and_Newer_All_Styles,7150,North_Ames,OneFam,892,0,892,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10710,North_Ames,OneFam,1120,0,1120,5,0,162,0,0,0
One_Story_1946_and_Newer_All_Styles,12456,Northridge_Heights,OneFam,1718,0,1718,7,216,48,0,0,0
Two_Story_1946_and_Newer,14257,Northridge_Heights,OneFam,1794,978,2772,10,135,64,0,0,0
Two_Story_1946_and_Newer,13518,Northridge_Heights,OneFam,1966,1174,3140,11,144,78,0,0,0
One_Story_1946_and_Newer_All_Styles,15431,Northridge_Heights,OneFam,2402,0,2402,10,0,72,0,0,170
One_Story_1946_and_Newer_All_Styles,13173,Northridge_Heights,OneFam,1652,0,1652,6,404,102,0,0,0
One_Story_1946_and_Newer_All_Styles,14230,Northridge_Heights,OneFam,1600,0,1600,7,0,56,0,0,0
One_Story_1946_and_Newer_All_Styles,12704,Northridge_Heights,OneFam,2042,0,2042,8,0,90,0,0,0
Two_Story_1946_and_Newer,12350,Northridge_Heights,OneFam,1365,1325,2690,8,0,197,0,0,0
Two_Story_1946_and_Newer,11308,Northridge_Heights,OneFam,1130,1054,2184,10,0,102,0,0,0
One_Story_1946_and_Newer_All_Styles,12350,Northridge_Heights,OneFam,2020,0,2020,7,192,98,0,0,0
One_Story_1946_and_Newer_All_Styles,12220,Northridge_Heights,OneFam,2020,0,2020,9,156,54,0,0,0
Two_Story_1946_and_Newer,13478,Northridge_Heights,OneFam,1728,568,2296,10,382,274,0,0,0
One_Story_1946_and_Newer_All_Styles,13693,Northridge_Heights,OneFam,2674,0,2674,8,360,50,0,0,0
Two_Story_1946_and_Newer,13891,Northridge_Heights,OneFam,1734,1088,2822,12,52,170,0,0,192
One_Story_1946_and_Newer_All_Styles,11578,Northridge_Heights,OneFam,1736,0,1736,7,319,90,0,0,0
One_Story_1946_and_Newer_All_Styles,16870,Northridge_Heights,OneFam,1782,0,1782,7,99,82,0,0,0
Two_Story_1946_and_Newer,23303,Northridge_Heights,OneFam,1508,1012,2520,10,192,273,0,0,0
One_Story_1946_and_Newer_All_Styles,11146,Northridge_Heights,OneFam,1717,0,1717,7,169,39,0,0,0
One_Story_1946_and_Newer_All_Styles,10367,Northridge_Heights,OneFam,1743,0,1743,8,168,45,0,0,0
One_Story_1946_and_Newer_All_Styles,9591,Northridge_Heights,OneFam,1713,0,1713,7,0,26,0,0,170
One_Story_1946_and_Newer_All_Styles,10872,Northridge_Heights,OneFam,1531,0,1531,6,184,52,0,0,0
One_Story_1946_and_Newer_All_Styles,13514,Northridge_Heights,OneFam,1808,0,1808,7,200,26,0,0,0
Two_Story_1946_and_Newer,8834,Northridge_Heights,OneFam,1462,762,2224,10,184,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11362,Northridge_Heights,OneFam,1836,0,1836,7,125,185,0,0,0
One_Story_1946_and_Newer_All_Styles,10655,Northridge_Heights,OneFam,1629,0,1629,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,12878,Northridge_Heights,OneFam,1760,0,1760,8,165,190,0,0,0
One_Story_1946_and_Newer_All_Styles,9541,Northridge_Heights,OneFam,1502,0,1502,7,0,114,0,0,0
One_Story_1946_and_Newer_All_Styles,13472,Northridge_Heights,OneFam,2392,0,2392,8,248,105,0,0,0
One_Story_1946_and_Newer_All_Styles,15274,Northridge_Heights,OneFam,2452,0,2452,10,0,116,0,0,0
Two_Story_1946_and_Newer,13262,Northridge_Heights,OneFam,1105,1295,2400,10,114,40,0,0,0
One_Story_1946_and_Newer_All_Styles,9658,Northridge_Heights,OneFam,1606,0,1606,6,230,60,0,0,0
One_Story_PUD_1946_and_Newer,6904,Northridge_Heights,TwnhsE,1358,0,1358,6,192,36,0,0,0
One_Story_PUD_1946_and_Newer,5381,Northridge_Heights,Twnhs,1306,0,1306,5,170,63,0,0,0
One_Story_PUD_1946_and_Newer,5122,Northridge_Heights,Twnhs,1306,0,1306,5,170,63,0,0,0
One_Story_PUD_1946_and_Newer,10307,Northridge_Heights,TwnhsE,1358,0,1358,6,192,26,0,0,0
One_Story_PUD_1946_and_Newer,5001,Northridge_Heights,Twnhs,1314,0,1314,6,172,62,0,0,0
One_Story_1946_and_Newer_All_Styles,14836,Northridge_Heights,OneFam,2492,0,2492,8,226,235,0,0,0
One_Story_1946_and_Newer_All_Styles,15262,Northridge_Heights,OneFam,2200,0,2200,8,208,55,0,0,0
One_Story_PUD_1946_and_Newer,7390,Northridge_Heights,TwnhsE,1884,0,1884,6,231,90,0,0,0
One_Story_PUD_1946_and_Newer,6472,Northridge_Heights,TwnhsE,1456,0,1456,6,192,42,0,0,0
One_Story_1946_and_Newer_All_Styles,16770,Northridge_Heights,OneFam,1712,0,1712,8,218,183,0,0,0
One_Story_PUD_1946_and_Newer,6240,Northridge_Heights,TwnhsE,1324,0,1324,6,192,38,0,0,0
One_Story_PUD_1946_and_Newer,3480,Northridge_Heights,TwnhsE,1405,0,1405,6,148,36,0,0,0
Two_Story_PUD_1946_and_Newer,2268,Northridge_Heights,Twnhs,764,862,1626,6,0,27,0,0,0
Two_Story_1946_and_Newer,10928,Gilbert,OneFam,728,728,1456,8,100,0,0,0,0
Two_Story_1946_and_Newer,8918,Gilbert,OneFam,745,745,1490,7,36,20,0,0,0
Two_Story_1946_and_Newer,12589,Gilbert,OneFam,742,742,1484,8,36,24,0,0,0
Two_Story_1946_and_Newer,11911,Gilbert,OneFam,684,876,1560,6,100,38,0,0,0
One_Story_PUD_1946_and_Newer,3684,Bloomington_Heights,TwnhsE,1555,0,1555,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,3635,Bloomington_Heights,TwnhsE,1569,0,1569,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,3182,Bloomington_Heights,TwnhsE,1555,0,1555,7,143,20,0,0,0
One_Story_PUD_1946_and_Newer,3182,Bloomington_Heights,TwnhsE,1504,0,1504,7,156,0,0,0,0
One_Story_PUD_1946_and_Newer,3182,Bloomington_Heights,TwnhsE,1220,0,1220,5,100,16,0,0,0
One_Story_PUD_1946_and_Newer,3182,Bloomington_Heights,TwnhsE,1145,0,1145,5,100,16,0,0,0
Two_Story_1946_and_Newer,7795,Gilbert,OneFam,716,716,1432,6,100,51,0,0,0
Two_Story_1946_and_Newer,8068,Gilbert,OneFam,1010,1257,2267,8,120,46,0,0,0
Split_or_Multilevel,9434,Gilbert,OneFam,744,630,1374,6,100,0,0,0,0
Two_Story_1946_and_Newer,7984,Gilbert,OneFam,868,762,1630,7,120,48,0,0,0
Split_or_Multilevel,7750,Gilbert,OneFam,779,640,1419,7,120,0,0,0,0
Two_Story_1946_and_Newer,10125,Gilbert,OneFam,846,748,1594,7,300,48,0,0,0
Two_Story_1946_and_Newer,8965,Gilbert,OneFam,806,683,1489,8,0,75,0,0,0
Two_Story_1946_and_Newer,8174,Gilbert,OneFam,698,644,1342,7,100,56,0,0,0
One_Story_PUD_1946_and_Newer,5063,Northridge_Heights,Twnhs,1314,0,1314,6,172,62,0,0,0
Two_Story_1946_and_Newer,8795,Gilbert,OneFam,980,1276,2256,8,224,54,0,0,0
Two_Story_1946_and_Newer,12891,Gilbert,OneFam,878,1126,2004,8,0,48,0,0,0
Two_Story_1946_and_Newer,12224,Gilbert,OneFam,1022,1032,2054,7,24,48,0,0,0
Split_or_Multilevel,9734,Gilbert,OneFam,744,630,1374,7,0,0,0,0,0
Two_Story_1946_and_Newer,8123,Gilbert,OneFam,1007,793,1800,7,100,63,0,0,0
Two_Story_1946_and_Newer,8433,Gilbert,OneFam,819,695,1514,7,0,72,0,0,0
Split_or_Multilevel,7750,Gilbert,OneFam,774,656,1430,7,0,0,0,0,0
Two_Story_1946_and_Newer,15896,Gilbert,OneFam,1223,1089,2312,8,298,0,0,0,0
Two_Story_1946_and_Newer,24682,Gilbert,OneFam,892,783,1675,7,0,103,0,0,0
Two_Story_1946_and_Newer,8755,Gilbert,OneFam,1022,1038,2060,8,0,0,0,168,0
Split_or_Multilevel,7848,Gilbert,OneFam,774,656,1430,7,0,0,0,0,0
Two_Story_1946_and_Newer,9430,Northridge,OneFam,1268,1097,2365,8,0,128,0,0,180
Two_Story_1946_and_Newer,15138,Northridge,OneFam,1490,1304,2794,9,0,146,202,0,0
Two_Story_1946_and_Newer,12720,Northridge,OneFam,1466,1221,2687,10,252,30,0,0,0
Two_Story_1946_and_Newer,16545,Northridge,OneFam,1310,1140,2450,7,0,126,0,0,0
Two_Story_1946_and_Newer,12203,Northridge,OneFam,1276,1336,2612,8,250,0,0,0,0
Two_Story_1946_and_Newer,10208,Northridge,OneFam,1277,1067,2344,7,220,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10750,Northridge,OneFam,2063,0,2063,7,182,56,0,0,0
Two_Story_1946_and_Newer,9900,Northridge,OneFam,1372,1274,2646,9,340,60,144,0,0
Two_Story_1946_and_Newer,9085,Northridge,OneFam,1094,967,2061,7,296,102,209,0,0
Two_Story_1946_and_Newer,11692,Northridge,OneFam,1215,1017,2232,8,173,165,0,0,0
Two_Story_1946_and_Newer,46589,Northridge,OneFam,1686,762,2448,8,517,76,0,0,0
Two_Story_1946_and_Newer,29959,Northridge,OneFam,979,871,1850,7,168,98,0,0,0
One_Story_1946_and_Newer_All_Styles,9612,Somerset,OneFam,1468,0,1468,6,210,150,0,0,0
One_Story_1946_and_Newer_All_Styles,11194,Somerset,OneFam,1696,0,1696,7,120,56,0,0,0
One_Story_1946_and_Newer_All_Styles,10206,Somerset,OneFam,1658,0,1658,7,144,44,0,0,0
One_Story_1946_and_Newer_All_Styles,9262,Somerset,OneFam,1578,0,1578,7,0,36,0,0,0
One_Story_1946_and_Newer_All_Styles,10130,Somerset,OneFam,1702,0,1702,7,0,69,0,0,0
One_Story_1946_and_Newer_All_Styles,9139,Somerset,OneFam,1432,0,1432,7,297,50,0,0,0
Two_Story_1946_and_Newer,9675,Somerset,OneFam,1113,858,1971,8,0,48,0,0,0
One_Story_1946_and_Newer_All_Styles,11128,Somerset,OneFam,2490,0,2490,9,70,226,0,0,0
Two_Story_1946_and_Newer,8640,Somerset,OneFam,932,920,1852,7,168,108,0,0,0
Two_Story_1946_and_Newer,9000,Somerset,OneFam,786,804,1590,6,0,30,0,0,0
One_Story_1946_and_Newer_All_Styles,7862,Somerset,OneFam,1218,0,1218,4,0,102,0,0,0
One_Story_1946_and_Newer_All_Styles,7993,Somerset,OneFam,1436,0,1436,6,0,121,0,0,0
One_Story_1946_and_Newer_All_Styles,8640,Somerset,OneFam,1314,0,1314,6,135,112,0,0,0
One_Story_1946_and_Newer_All_Styles,8640,Somerset,OneFam,1402,0,1402,7,205,126,0,0,0
One_Story_1946_and_Newer_All_Styles,12606,Somerset,OneFam,1530,0,1530,7,212,136,0,0,0
One_Story_1946_and_Newer_All_Styles,9187,Somerset,OneFam,1766,0,1766,7,195,130,0,0,0
One_Story_1946_and_Newer_All_Styles,7500,Somerset,OneFam,1448,0,1448,6,0,140,0,0,0
Two_Story_1946_and_Newer,11003,Somerset,OneFam,1026,981,2007,10,168,52,0,0,0
Two_Story_1946_and_Newer,10603,Somerset,OneFam,909,886,1795,8,168,45,0,0,0
